from,to,s
-0.623471658989, 0.600587401981, 1.552115
0.636101812219, -0.600417553608, 2.232145
-0.624172834619, 0.600680958981, 1.551541
0.63610886843, -0.600810004197, 1.441726
-0.622701813019, 0.600523966434, 1.55246
0.636578953555, -0.500581715318, 1.361268
-0.526260781258, 0.501289221384, 1.273987
0.534758268825, -0.500811789866, 1.541358
-0.528591581056, 0.501125103852, 1.292015
0.533745037268, -0.500871932487, 1.501422
-0.52864031188, 0.50110637614, 1.291673
0.534978839469, -0.500829951646, 1.511416
-0.528603182428, 0.500722735458, 1.291874
0.533795097997, -0.501009945369, 1.511437
-0.528014801591, 0.401159313856, 1.191325
0.445416769378, -0.400615710767, 1.972411
-0.433011107789, 0.400648452279, 1.121079
0.451967404392, -0.400537965188, 1.841722
-0.433117396429, 0.400637227788, 1.12086
0.451119705219, -0.400944259382, 1.831638
-0.43314933244, 0.400738517116, 1.172274
0.438937948754, -0.400280807552, 2.062715
-0.43225427108, 0.400926114807, 1.172628
-0.0861042629177, 0.30021533982, 1.101575
0.344866185506, -0.300341409142, 1.081065
-0.337054791089, 0.300583247519, 1.411235
0.0326496756324, 0.10024313937, 4.134115
0.0136373167713, -0.000844561273635, 0.120208
-0.0269038424315, 0.000347996464546, 0.220359
0.0364571058179, -0.900468179475, 1.832137
-0.91381808056, 0.900293711981, 1.722376
0.919849570799, -0.900795935481, 1.754828
-0.910563198305, 0.900183923357, 1.721827
0.919898522888, -0.900714342326, 1.752382
-0.913866596822, 0.900888476935, 1.731682
0.919941851924, -0.900846765529, 1.751788
-0.910884851475, 0.900491519778, 1.741459
0.915952362839, -0.900049888551, 1.741712
-0.911180644863, 0.800003560032, 1.651553
0.823325831425, -0.800790677798, 1.641933
-0.817915308605, 0.800632830478, 1.771613
0.820405600816, -0.80086195694, 1.631785
-0.814005847175, 0.800392630659, 1.65136
0.823794528814, -0.800234251812, 1.611495
-0.817963890324, 0.800895445941, 1.773666
0.820319861242, -0.800302661653, 1.612087
-0.817897038316, 0.800080967006, 1.76203
0.824229943853, -0.700829995737, 1.491475
-0.719191912229, 0.700619070883, 1.691617
0.727964371013, -0.700149457949, 1.562041
-0.719139371625, 0.70099866673, 1.691663
0.727960061272, -0.700724567719, 1.563313
-0.721073893514, 0.700344634634, 2.132078
0.727219661636, -0.700039261738, 1.531509
-0.719081320312, 0.700676420124, 1.691606
0.725107477676, -0.700341078999, 1.551555
-0.721406438585, 0.600842288651, 1.642069
0.631443485999, -0.600857880236, 1.391447
-0.625123225731, 0.600865634267, 1.481505
0.631607132513, -0.600655513054, 1.351159
-0.623580385864, 0.600938766864, 1.481352
0.631610245677, -0.600477485681, 1.350949
-0.625333970686, 0.600346761813, 1.471145
0.63159856713, -0.600229777141, 1.371423
-0.623576772773, 0.601010962241, 1.481225
0.63202768572, -0.500001771889, 1.271586
-0.527899096165, 0.500970334646, 1.511433
0.533562436469, -0.501314984417, 1.220884
-0.528815105475, 0.500278410892, 1.374275
0.53587180699, -0.5010760726, 1.221703
