time,throttle_input,steering_angle_input,x,y,heading_angle,speed,slip_angle,yaw_rate,motor_rpm,steering_angle,estimated_longitudinal_slip
1587568241.52,0.697744011879,-1.0,-6.73455501301,11.4849546533,1.26729087891,2.07838279064,1.2696765045,-1.70153671753,8724.91231292,-0.418879020479,1.09336450703
1587568241.56,0.701419115067,-1.0,-6.70671622969,11.5645984478,1.19144223675,2.06074181392,1.19170465356,-1.90402204446,9328.75845503,-0.418879020479,1.25740554845
1587568241.6,0.698194265366,-1.0,-6.65261779328,11.6797850654,1.06579926291,2.18345511851,1.07441008925,-2.00099124421,9137.90420449,-0.418879020479,1.08694812899
1587568241.64,0.691493809223,-1.0,-6.58282542952,11.7898996255,0.941965443208,2.21222234796,0.964589558018,-2.55971122529,7399.09590403,-0.418879020479,0.667858507146
1587568241.68,0.685492575169,-0.922346174717,-6.52885467167,11.8576591026,0.844559060533,2.16640640965,0.845315347814,-2.38799821254,6165.41462479,-0.386351462208,0.419161038482
1587568241.72,0.683660447598,-0.825996637344,-6.49870159706,11.8900496459,0.79997123779,2.28787999566,0.796962781092,-2.22356382771,10560.257268,-0.345992662369,1.30170987407
1587568241.76,0.68887257576,-0.773885548115,-6.43371374581,11.9523786689,0.711498947031,2.2187326882,0.7189865944,-2.2176651649,10260.1254398,-0.324164420357,1.30598783511
1587568241.8,0.68887257576,-0.773885548115,-6.43371374581,11.9523786689,0.711498947031,2.2187326882,0.7189865944,-2.2176651649,9062.46110844,-0.324164420357,1.03680990011
1587568241.84,0.679888367653,-0.613860547543,-6.36198752813,12.0092017497,0.624578908595,2.31287526361,0.630025006778,-2.57227594085,7190.48048005,-0.257133304865,0.550297417391
1587568241.88,0.676806151867,-0.504045069218,-6.28614304465,12.0592924236,0.530223724126,2.28180846159,0.534022238389,-2.2973553904,10632.7774383,-0.211133904871,1.32368289142
1587568241.92,0.6735008955,-0.386996775866,-6.20323171467,12.1034903219,0.438878747586,2.32316947544,0.440522595927,-2.28837133215,10764.8290049,-0.162104830403,1.31065744494
1587568241.96,0.676814198494,-0.330060601234,-6.06957526997,12.1553959214,0.298698540446,2.43624268558,0.305824425795,-2.24458530125,10125.6060299,-0.138255461344,1.07257283084
1587568242.0,0.973402500153,-0.119174480438,-5.87755253644,12.1967691123,0.128105323518,2.43240673998,0.132669718515,-1.91816107867,11170.6601912,-0.049919689632,1.29008691859
